Salary,Years of Experience,Education Level,Age
141000,10.0,Bachelor Degree or Equivalent,39.5
155000,7.0,Associate Degree or Short-cycle Tertiary Education,39.5
241000,10.0,Secondary Education,29.5
29741,1.0,Bachelor Degree or Equivalent,21.0
100000,3.0,Professional Degree,39.5
100000,6.0,Bachelor Degree or Equivalent,39.5
52,5.0,Bachelor Degree or Equivalent,39.5
1500000,15.0,Bachelor Degree or Equivalent,39.5
86000,16.0,Associate Degree or Short-cycle Tertiary Education,49.5
318250,14.0,Associate Degree or Short-cycle Tertiary Education,39.5
44611,15.0,Associate Degree or Short-cycle Tertiary Education,49.5
172000,17.0,Master Degree or Equivalent,39.5
81000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
200000,24.0,Bachelor Degree or Equivalent,49.5
275000,7.0,Master Degree or Equivalent,29.5
26245,3.0,Professional Degree,39.5
250000,12.0,Master Degree or Equivalent,39.5
165000,5.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,20.0,Master Degree or Equivalent,70.0
312000,10.0,Bachelor Degree or Equivalent,29.5
140000,7.0,Bachelor Degree or Equivalent,29.5
84,6.0,Primary Education,29.5
267665,20.0,Bachelor Degree or Equivalent,39.5
312000,4.0,Master Degree or Equivalent,39.5
180000,7.0,Associate Degree or Short-cycle Tertiary Education,39.5
154625,25.0,Bachelor Degree or Equivalent,39.5
52046,32.0,,49.5
37241,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
92000,10.0,Associate Degree or Short-cycle Tertiary Education,59.5
117000,10.0,Master Degree or Equivalent,29.5
350000,34.0,Bachelor Degree or Equivalent,70.0
97000,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
85000,3.0,Bachelor Degree or Equivalent,39.5
65491,10.0,Professional Degree,39.5
50332,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
170000,3.0,Bachelor Degree or Equivalent,21.0
130000,11.0,Bachelor Degree or Equivalent,29.5
8034,1.0,Bachelor Degree or Equivalent,29.5
96436,10.0,Bachelor Degree or Equivalent,29.5
149000,37.0,Associate Degree or Short-cycle Tertiary Education,49.5
29334,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
4819,5.0,Secondary Education,29.5
175000,9.0,Professional Degree,39.5
80000,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
5000,11.0,Bachelor Degree or Equivalent,39.5
39992,10.0,Bachelor Degree or Equivalent,29.5
124138,28.0,Bachelor Degree or Equivalent,49.5
537000,8.0,Master Degree or Equivalent,29.5
48414,5.0,Bachelor Degree or Equivalent,29.5
257256,29.0,Associate Degree or Short-cycle Tertiary Education,49.5
425000,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
140000,6.0,Master Degree or Equivalent,39.5
135000,3.0,Bachelor Degree or Equivalent,21.0
81787,3.0,Master Degree or Equivalent,29.5
101000,20.0,Bachelor Degree or Equivalent,39.5
85408,5.0,Master Degree or Equivalent,29.5
27023,3.0,Bachelor Degree or Equivalent,29.5
93312,4.0,Bachelor Degree or Equivalent,29.5
110000,23.0,Bachelor Degree or Equivalent,49.5
250000,25.0,Bachelor Degree or Equivalent,59.5
130000,10.0,Professional Degree,39.5
128507,23.0,Master Degree or Equivalent,49.5
60704,8.0,Secondary Education,49.5
145000,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
170000,14.0,Associate Degree or Short-cycle Tertiary Education,39.5
69608,25.0,Master Degree or Equivalent,49.5
78250,8.0,Bachelor Degree or Equivalent,29.5
102000,4.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,40.0,Secondary Education,70.0
175000,35.0,Master Degree or Equivalent,59.5
196000,13.0,Bachelor Degree or Equivalent,29.5
130,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
210000,10.0,Bachelor Degree or Equivalent,29.5
108000,8.0,Associate Degree or Short-cycle Tertiary Education,39.5
350000,15.0,Master Degree or Equivalent,49.5
138020,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
160000,37.0,Bachelor Degree or Equivalent,59.5
48000,9.0,Master Degree or Equivalent,29.5
160000,3.0,Master Degree or Equivalent,29.5
27388,9.0,Bachelor Degree or Equivalent,29.5
350000,10.0,Bachelor Degree or Equivalent,29.5
220000,2.0,Master Degree or Equivalent,29.5
80317,9.0,Associate Degree or Short-cycle Tertiary Education,39.5
231357,21.0,Bachelor Degree or Equivalent,39.5
37481,20.0,Secondary Education,49.5
124138,15.0,Bachelor Degree or Equivalent,29.5
152000,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
52102,3.0,Bachelor Degree or Equivalent,29.5
124000,14.0,Master Degree or Equivalent,59.5
205000,19.0,Bachelor Degree or Equivalent,39.5
96657,5.0,Bachelor Degree or Equivalent,29.5
94286,38.0,Bachelor Degree or Equivalent,59.5
100000,25.0,Bachelor Degree or Equivalent,49.5
206000,11.0,Master Degree or Equivalent,49.5
123404,10.0,Secondary Education,29.5
45000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
170000,21.0,Bachelor Degree or Equivalent,39.5
390000,15.0,Professional Degree,39.5
155280,18.0,Master Degree or Equivalent,39.5
300000,6.0,Professional Degree,39.5
14890,7.0,Bachelor Degree or Equivalent,29.5
57828,10.0,Master Degree or Equivalent,29.5
175000,23.0,Master Degree or Equivalent,49.5
42836,5.0,Secondary Education,21.0
27276,1.0,Bachelor Degree or Equivalent,21.0
130000,30.0,Bachelor Degree or Equivalent,49.5
15013,2.0,Bachelor Degree or Equivalent,29.5
95000,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
110000,4.0,Associate Degree or Short-cycle Tertiary Education,39.5
137000,3.0,Bachelor Degree or Equivalent,29.5
128294,17.0,Bachelor Degree or Equivalent,39.5
38709,7.0,Professional Degree,29.5
34501,5.0,Bachelor Degree or Equivalent,29.5
250000,32.0,Bachelor Degree or Equivalent,49.5
42836,11.0,Master Degree or Equivalent,29.5
155000,18.0,Bachelor Degree or Equivalent,39.5
69517,6.0,Bachelor Degree or Equivalent,29.5
6425,6.0,Master Degree or Equivalent,29.5
72000,15.0,Master Degree or Equivalent,39.5
260000,3.0,Bachelor Degree or Equivalent,39.5
140000,31.0,Master Degree or Equivalent,49.5
160367,4.0,Bachelor Degree or Equivalent,29.5
85983,9.0,Master Degree or Equivalent,29.5
71779,18.0,Master Degree or Equivalent,39.5
174900,17.0,Master Degree or Equivalent,39.5
60112,8.0,Bachelor Degree or Equivalent,29.5
153000,19.0,Master Degree or Equivalent,39.5
89147,4.0,Master Degree or Equivalent,29.5
150000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
21960,4.0,Bachelor Degree or Equivalent,29.5
58161,22.0,Master Degree or Equivalent,39.5
133833,24.0,Associate Degree or Short-cycle Tertiary Education,49.5
69608,12.0,Professional Degree,39.5
270000,28.0,Professional Degree,59.5
150000,19.0,Master Degree or Equivalent,39.5
80690,8.0,Secondary Education,29.5
59970,18.0,Bachelor Degree or Equivalent,39.5
160000,38.0,Master Degree or Equivalent,59.5
45000,12.0,Master Degree or Equivalent,39.5
103110.08171765343,4.0,,39.5
80149,3.0,Bachelor Degree or Equivalent,29.5
200000,33.0,Bachelor Degree or Equivalent,59.5
148703,6.0,Master Degree or Equivalent,39.5
48809,5.0,Bachelor Degree or Equivalent,29.5
139216,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
46049,8.0,Bachelor Degree or Equivalent,49.5
93104,8.0,Master Degree or Equivalent,39.5
214179,22.0,Associate Degree or Short-cycle Tertiary Education,29.5
46531,10.0,Bachelor Degree or Equivalent,29.5
95000,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
65075,9.0,Master Degree or Equivalent,39.5
135919,17.0,Master Degree or Equivalent,39.5
103035,34.0,Bachelor Degree or Equivalent,59.5
224000,9.0,Bachelor Degree or Equivalent,39.5
275541,7.0,Professional Degree,29.5
117000,9.0,Associate Degree or Short-cycle Tertiary Education,39.5
101735,31.0,Master Degree or Equivalent,49.5
86897,3.0,Bachelor Degree or Equivalent,21.0
92939,35.0,Bachelor Degree or Equivalent,49.5
140000,10.0,Master Degree or Equivalent,39.5
49463,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
133833,15.0,Master Degree or Equivalent,39.5
22500,8.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,6.0,Master Degree or Equivalent,59.5
241642,35.0,Associate Degree or Short-cycle Tertiary Education,59.5
224000,9.0,Master Degree or Equivalent,29.5
500000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
48328,25.0,Bachelor Degree or Equivalent,39.5
115000,5.0,Bachelor Degree or Equivalent,39.5
17175,7.0,Professional Degree,29.5
28800,2.0,Bachelor Degree or Equivalent,21.0
110000,17.0,Bachelor Degree or Equivalent,49.5
59481,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
95000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
72000,34.0,Bachelor Degree or Equivalent,70.0
103110.08171765343,29.0,Professional Degree,59.5
5,3.0,Bachelor Degree or Equivalent,21.0
93810,7.0,Bachelor Degree or Equivalent,29.5
6531,0.0,Bachelor Degree or Equivalent,29.5
122082,7.0,Primary Education,29.5
77000,9.0,Bachelor Degree or Equivalent,29.5
1680,2.0,Bachelor Degree or Equivalent,21.0
85000,1.0,Bachelor Degree or Equivalent,39.5
160000,7.0,Master Degree or Equivalent,29.5
43415,6.0,Master Degree or Equivalent,29.5
21534,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
70634,5.0,Bachelor Degree or Equivalent,29.5
136000,6.0,Master Degree or Equivalent,39.5
105000,20.0,Bachelor Degree or Equivalent,39.5
211035,25.0,Master Degree or Equivalent,49.5
118750,3.0,Bachelor Degree or Equivalent,21.0
103110.08171765343,12.0,Primary Education,29.5
78069,28.0,Master Degree or Equivalent,49.5
84601,11.237177936373532,Master Degree or Equivalent,39.5
68395,10.0,,29.5
210000,27.0,Bachelor Degree or Equivalent,49.5
72000,8.0,Professional Degree,39.5
125000,16.0,Bachelor Degree or Equivalent,39.5
190000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
200000,38.0,Master Degree or Equivalent,59.5
172000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
38303,15.0,Bachelor Degree or Equivalent,39.5
200000,19.0,Bachelor Degree or Equivalent,39.5
66931,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
80000,7.0,Master Degree or Equivalent,29.5
58471,14.0,Associate Degree or Short-cycle Tertiary Education,29.5
107090,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
53533,4.0,Associate Degree or Short-cycle Tertiary Education,21.0
74427,10.0,Secondary Education,29.5
40000,10.0,Bachelor Degree or Equivalent,29.5
50000,20.0,Master Degree or Equivalent,49.5
365000,6.0,Bachelor Degree or Equivalent,29.5
142000,13.0,Bachelor Degree or Equivalent,39.5
72000,23.0,Bachelor Degree or Equivalent,39.5
240000,10.0,Bachelor Degree or Equivalent,39.5
10649,1.0,Associate Degree or Short-cycle Tertiary Education,21.0
33,25.0,Master Degree or Equivalent,49.5
68400,7.0,Master Degree or Equivalent,29.5
85000,10.0,Bachelor Degree or Equivalent,39.5
185000,13.0,Master Degree or Equivalent,39.5
99500,4.0,Master Degree or Equivalent,29.5
96657,21.0,Associate Degree or Short-cycle Tertiary Education,39.5
140000,27.0,Associate Degree or Short-cycle Tertiary Education,39.5
180000,43.0,Master Degree or Equivalent,59.5
148703,22.0,Bachelor Degree or Equivalent,59.5
47374,2.0,Bachelor Degree or Equivalent,21.0
182700,17.0,Master Degree or Equivalent,29.5
34048,10.0,Bachelor Degree or Equivalent,29.5
85000,8.0,Bachelor Degree or Equivalent,39.5
147000,20.0,Bachelor Degree or Equivalent,39.5
11512,18.0,Master Degree or Equivalent,49.5
40694,5.0,Master Degree or Equivalent,29.5
360000,9.0,Bachelor Degree or Equivalent,29.5
165000,7.0,Bachelor Degree or Equivalent,39.5
30000,4.0,Bachelor Degree or Equivalent,29.5
34537,8.0,Bachelor Degree or Equivalent,29.5
51403,6.0,Master Degree or Equivalent,49.5
28403,4.0,Master Degree or Equivalent,39.5
91094,9.0,Master Degree or Equivalent,29.5
370000,10.0,Master Degree or Equivalent,29.5
86248,5.0,Bachelor Degree or Equivalent,21.0
165000,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
55764,2.0,Bachelor Degree or Equivalent,29.5
125000,15.0,Bachelor Degree or Equivalent,39.5
250000,33.0,Associate Degree or Short-cycle Tertiary Education,49.5
70678,9.0,Bachelor Degree or Equivalent,29.5
106912,12.0,Bachelor Degree or Equivalent,29.5
69600,5.0,Bachelor Degree or Equivalent,29.5
240000,9.0,Master Degree or Equivalent,39.5
36625,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
140000,22.0,Bachelor Degree or Equivalent,49.5
46684,3.0,Bachelor Degree or Equivalent,39.5
116728,18.0,Primary Education,29.5
71779,12.0,Master Degree or Equivalent,29.5
130000,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
53559,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
107810,33.0,Bachelor Degree or Equivalent,59.5
160000,38.0,Associate Degree or Short-cycle Tertiary Education,59.5
10248,2.0,Master Degree or Equivalent,29.5
142000,43.0,Bachelor Degree or Equivalent,70.0
137550,22.0,Bachelor Degree or Equivalent,49.5
42937,3.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,3.0,Master Degree or Equivalent,59.5
150000,22.0,Bachelor Degree or Equivalent,49.5
43907,6.0,Bachelor Degree or Equivalent,29.5
350000,15.0,Master Degree or Equivalent,39.5
42836,22.0,Associate Degree or Short-cycle Tertiary Education,39.5
53762,16.0,Bachelor Degree or Equivalent,39.5
95310,8.0,Bachelor Degree or Equivalent,29.5
215000,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
135311,13.0,Bachelor Degree or Equivalent,39.5
57513831,7.0,Primary Education,29.5
178000,4.0,Bachelor Degree or Equivalent,29.5
87000,3.0,Bachelor Degree or Equivalent,29.5
59710,5.0,Professional Degree,29.5
80000,5.0,Bachelor Degree or Equivalent,21.0
9696,2.0,Bachelor Degree or Equivalent,29.5
150000,8.0,Master Degree or Equivalent,39.5
150000,10.0,Associate Degree or Short-cycle Tertiary Education,49.5
130000,24.0,Master Degree or Equivalent,59.5
65797,7.0,Bachelor Degree or Equivalent,29.5
119000,23.0,Bachelor Degree or Equivalent,49.5
120000,0.0,Bachelor Degree or Equivalent,29.5
30431,15.0,Bachelor Degree or Equivalent,39.5
110483,26.0,Bachelor Degree or Equivalent,59.5
152000,20.0,Professional Degree,39.5
27118,2.0,Bachelor Degree or Equivalent,21.0
18175,10.0,Master Degree or Equivalent,29.5
101000,7.0,Professional Degree,29.5
1050,3.0,Master Degree or Equivalent,29.5
144985,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
380000,10.0,Bachelor Degree or Equivalent,29.5
147538,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
175000,24.0,Master Degree or Equivalent,59.5
167000,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
133833,16.0,Master Degree or Equivalent,39.5
39095,7.0,Bachelor Degree or Equivalent,29.5
3589,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
133000,3.0,Bachelor Degree or Equivalent,21.0
84761,8.0,Bachelor Degree or Equivalent,29.5
23024,7.0,Master Degree or Equivalent,29.5
46071,16.0,Secondary Education,49.5
600000,32.0,Master Degree or Equivalent,59.5
84000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
105000,41.0,Master Degree or Equivalent,70.0
162000,6.0,Associate Degree or Short-cycle Tertiary Education,39.5
37325,3.0,Bachelor Degree or Equivalent,29.5
110000,2.0,Master Degree or Equivalent,29.5
13584,6.0,Bachelor Degree or Equivalent,21.0
112966,17.0,Bachelor Degree or Equivalent,39.5
30431,2.0,Master Degree or Equivalent,21.0
47914,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
180000,49.0,Bachelor Degree or Equivalent,70.0
250000,25.0,Bachelor Degree or Equivalent,49.5
29985,12.0,Bachelor Degree or Equivalent,49.5
175000,20.0,Bachelor Degree or Equivalent,39.5
80000,6.0,Bachelor Degree or Equivalent,29.5
120000,14.0,Bachelor Degree or Equivalent,49.5
11,8.0,Bachelor Degree or Equivalent,29.5
40000,6.0,Bachelor Degree or Equivalent,29.5
52774,3.0,Master Degree or Equivalent,29.5
62500,6.0,Bachelor Degree or Equivalent,21.0
162000,17.0,Bachelor Degree or Equivalent,39.5
110000,25.0,Bachelor Degree or Equivalent,49.5
170000,11.0,Bachelor Degree or Equivalent,29.5
18420,1.0,Bachelor Degree or Equivalent,29.5
129000,4.0,Master Degree or Equivalent,21.0
300000,38.0,Bachelor Degree or Equivalent,59.5
16964,2.0,Master Degree or Equivalent,29.5
103110.08171765343,33.0,,59.5
160000,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
34945,15.0,Bachelor Degree or Equivalent,29.5
65000,1.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,25.0,Professional Degree,70.0
160634,30.0,Master Degree or Equivalent,70.0
107887,11.0,Master Degree or Equivalent,39.5
141268,21.0,Bachelor Degree or Equivalent,49.5
235000,20.0,Professional Degree,39.5
157000,27.0,Bachelor Degree or Equivalent,49.5
152760,12.0,Master Degree or Equivalent,39.5
265000,19.0,Master Degree or Equivalent,39.5
106000,12.0,Master Degree or Equivalent,39.5
39724,2.0,Bachelor Degree or Equivalent,21.0
86619,8.0,Bachelor Degree or Equivalent,29.5
114828,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
150000,21.0,Master Degree or Equivalent,39.5
80000,17.0,Master Degree or Equivalent,39.5
130115,11.0,Bachelor Degree or Equivalent,29.5
86271,6.0,Master Degree or Equivalent,29.5
79356,11.0,Master Degree or Equivalent,39.5
4058,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
90000,4.0,Bachelor Degree or Equivalent,29.5
140000,6.0,Professional Degree,39.5
139216,24.0,Master Degree or Equivalent,59.5
160000,12.0,Associate Degree or Short-cycle Tertiary Education,29.5
13407,14.0,Associate Degree or Short-cycle Tertiary Education,29.5
195000,18.0,Master Degree or Equivalent,49.5
123200,2.0,Bachelor Degree or Equivalent,21.0
93000,3.0,Bachelor Degree or Equivalent,29.5
82459,16.0,Master Degree or Equivalent,39.5
19276,2.0,Master Degree or Equivalent,29.5
30000,15.0,Bachelor Degree or Equivalent,39.5
110000,35.0,Bachelor Degree or Equivalent,70.0
161380,29.0,Bachelor Degree or Equivalent,49.5
210000,27.0,Bachelor Degree or Equivalent,59.5
171008,8.0,Bachelor Degree or Equivalent,29.5
180000,41.0,Bachelor Degree or Equivalent,59.5
79082,5.0,Bachelor Degree or Equivalent,29.5
120000,31.0,Bachelor Degree or Equivalent,59.5
185879,16.0,Bachelor Degree or Equivalent,39.5
100000,14.0,Bachelor Degree or Equivalent,39.5
125000,5.0,Professional Degree,39.5
220000,11.0,Bachelor Degree or Equivalent,29.5
200000,12.0,Associate Degree or Short-cycle Tertiary Education,29.5
246306,23.0,Bachelor Degree or Equivalent,49.5
150000,31.0,Bachelor Degree or Equivalent,59.5
42000,15.0,Associate Degree or Short-cycle Tertiary Education,29.5
245000,11.0,Bachelor Degree or Equivalent,39.5
50000,3.0,Bachelor Degree or Equivalent,29.5
110000,16.0,Primary Education,29.5
151000,20.0,Bachelor Degree or Equivalent,39.5
185000,20.0,Bachelor Degree or Equivalent,39.5
68276,3.0,Bachelor Degree or Equivalent,39.5
308606,12.0,Master Degree or Equivalent,39.5
200,10.0,Master Degree or Equivalent,29.5
100374,4.0,Professional Degree,29.5
111527,29.0,Associate Degree or Short-cycle Tertiary Education,49.5
64254,28.0,Professional Degree,49.5
24996,5.0,Professional Degree,39.5
74400,14.0,Associate Degree or Short-cycle Tertiary Education,39.5
53393,6.0,Bachelor Degree or Equivalent,29.5
96000,4.0,Bachelor Degree or Equivalent,21.0
125000,11.0,Master Degree or Equivalent,29.5
53545,11.0,Professional Degree,29.5
75000,5.0,Bachelor Degree or Equivalent,39.5
85722,3.0,Bachelor Degree or Equivalent,29.5
225000,20.0,Master Degree or Equivalent,49.5
99311,5.0,Master Degree or Equivalent,39.5
187407,14.0,Bachelor Degree or Equivalent,39.5
90000,19.0,Bachelor Degree or Equivalent,39.5
234965,15.0,Bachelor Degree or Equivalent,39.5
160000,10.0,Master Degree or Equivalent,29.5
235000,9.0,Bachelor Degree or Equivalent,29.5
41992,15.0,Bachelor Degree or Equivalent,39.5
12000,3.0,Bachelor Degree or Equivalent,29.5
133833,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
145000,20.0,Secondary Education,39.5
240000,35.0,Master Degree or Equivalent,49.5
103110.08171765343,44.0,Secondary Education,59.5
69517,10.0,Master Degree or Equivalent,29.5
103110.08171765343,32.0,Associate Degree or Short-cycle Tertiary Education,59.5
31035,20.0,Master Degree or Equivalent,39.5
132260,4.0,Master Degree or Equivalent,29.5
86000,15.0,Associate Degree or Short-cycle Tertiary Education,49.5
92141,12.0,Bachelor Degree or Equivalent,39.5
140000,10.0,Master Degree or Equivalent,29.5
27480,3.0,Bachelor Degree or Equivalent,21.0
20288,1.0,Bachelor Degree or Equivalent,21.0
48190,23.0,Bachelor Degree or Equivalent,39.5
148000,7.0,Bachelor Degree or Equivalent,29.5
100129,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
2828,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
63691,13.0,Professional Degree,39.5
150000,16.0,Bachelor Degree or Equivalent,39.5
210000,5.0,Bachelor Degree or Equivalent,29.5
25410,4.0,Master Degree or Equivalent,39.5
125000,10.0,Secondary Education,29.5
173865,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
150000,20.0,Master Degree or Equivalent,39.5
137550,21.0,Bachelor Degree or Equivalent,39.5
14000,12.0,Bachelor Degree or Equivalent,29.5
270000,6.0,Bachelor Degree or Equivalent,29.5
223000,32.0,Bachelor Degree or Equivalent,59.5
125000,3.0,Bachelor Degree or Equivalent,29.5
113000,10.0,Professional Degree,39.5
81787,11.237177936373532,Master Degree or Equivalent,49.5
600000,17.0,Bachelor Degree or Equivalent,39.5
112551,21.0,Bachelor Degree or Equivalent,49.5
190000,6.0,Professional Degree,29.5
76,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
24996,5.0,Associate Degree or Short-cycle Tertiary Education,39.5
103110.08171765343,6.0,Bachelor Degree or Equivalent,49.5
104092,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
145000,16.0,Master Degree or Equivalent,39.5
41590,10.0,Master Degree or Equivalent,29.5
84662,9.0,Bachelor Degree or Equivalent,29.5
66342,10.0,Primary Education,29.5
215000,15.0,Professional Degree,39.5
27997,5.0,Bachelor Degree or Equivalent,29.5
48690,20.0,Master Degree or Equivalent,39.5
2901,0.0,Associate Degree or Short-cycle Tertiary Education,21.0
95000,7.0,Bachelor Degree or Equivalent,29.5
142500,9.0,Bachelor Degree or Equivalent,29.5
264900,40.0,Bachelor Degree or Equivalent,59.5
176346,23.0,Master Degree or Equivalent,49.5
350000,14.0,Bachelor Degree or Equivalent,39.5
250000,20.0,Master Degree or Equivalent,39.5
66916,11.0,Bachelor Degree or Equivalent,39.5
325000,12.0,Bachelor Degree or Equivalent,29.5
145000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
84800,0.0,Bachelor Degree or Equivalent,21.0
68430,10.0,Master Degree or Equivalent,29.5
45460,5.0,Master Degree or Equivalent,29.5
70465,5.0,Bachelor Degree or Equivalent,29.5
80000,17.0,Bachelor Degree or Equivalent,39.5
41765,1.0,Bachelor Degree or Equivalent,29.5
89222,22.0,Bachelor Degree or Equivalent,49.5
145000,13.0,Bachelor Degree or Equivalent,39.5
152000,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
100297,1.0,Bachelor Degree or Equivalent,29.5
138000,11.0,Bachelor Degree or Equivalent,39.5
170000,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
78956,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
90000,30.0,Bachelor Degree or Equivalent,49.5
210000,17.0,Master Degree or Equivalent,39.5
225000,1.0,Bachelor Degree or Equivalent,21.0
37493,9.0,Professional Degree,39.5
160000,45.0,Master Degree or Equivalent,70.0
2462,3.0,Bachelor Degree or Equivalent,29.5
42000,4.0,Bachelor Degree or Equivalent,29.5
17447,8.0,Bachelor Degree or Equivalent,29.5
215000,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
52521,18.0,Professional Degree,49.5
1727,5.0,Professional Degree,29.5
125000,9.0,Bachelor Degree or Equivalent,39.5
250000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
58471,5.0,Master Degree or Equivalent,29.5
170000,7.0,Bachelor Degree or Equivalent,39.5
24345,14.0,Secondary Education,49.5
82095,25.0,Bachelor Degree or Equivalent,49.5
26657,2.0,Master Degree or Equivalent,29.5
55687,7.0,Secondary Education,29.5
90000,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
125000,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
62974,11.0,Bachelor Degree or Equivalent,29.5
20037,2.0,Bachelor Degree or Equivalent,29.5
51415,12.0,Associate Degree or Short-cycle Tertiary Education,29.5
54163,8.0,Master Degree or Equivalent,29.5
170000,5.0,Master Degree or Equivalent,29.5
55285,36.0,Secondary Education,59.5
55108,11.237177936373532,Master Degree or Equivalent,29.5
107810,9.0,Bachelor Degree or Equivalent,29.5
174726,27.0,Bachelor Degree or Equivalent,49.5
300000,22.0,Bachelor Degree or Equivalent,39.5
48000,2.0,Secondary Education,21.0
77586,2.0,Bachelor Degree or Equivalent,29.5
16230,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
163573,10.0,Master Degree or Equivalent,29.5
16433,13.0,Master Degree or Equivalent,39.5
96000,7.0,Bachelor Degree or Equivalent,29.5
153000,20.0,Bachelor Degree or Equivalent,39.5
47548,4.0,Master Degree or Equivalent,29.5
144331,24.0,Associate Degree or Short-cycle Tertiary Education,39.5
21418,35.0,Master Degree or Equivalent,59.5
180000,7.0,Master Degree or Equivalent,39.5
74483,11.0,Associate Degree or Short-cycle Tertiary Education,49.5
40480,7.0,Master Degree or Equivalent,29.5
74819,24.0,Associate Degree or Short-cycle Tertiary Education,49.5
95000,35.0,Associate Degree or Short-cycle Tertiary Education,59.5
160000,2.0,Bachelor Degree or Equivalent,21.0
225000,19.0,Bachelor Degree or Equivalent,39.5
68276,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
104092,6.0,Bachelor Degree or Equivalent,29.5
2115,17.0,Master Degree or Equivalent,39.5
97000,5.0,Bachelor Degree or Equivalent,39.5
260000,26.0,Associate Degree or Short-cycle Tertiary Education,49.5
95310,9.0,Master Degree or Equivalent,29.5
210000,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
13272,3.0,Bachelor Degree or Equivalent,29.5
85672,26.0,Bachelor Degree or Equivalent,39.5
343000,28.0,Associate Degree or Short-cycle Tertiary Education,49.5
23250,4.0,Bachelor Degree or Equivalent,29.5
29564,10.0,Professional Degree,29.5
69608,23.0,Secondary Education,39.5
76890,10.0,Bachelor Degree or Equivalent,29.5
20000,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
132000,8.0,Bachelor Degree or Equivalent,29.5
81787,7.0,Master Degree or Equivalent,39.5
93000,36.0,Associate Degree or Short-cycle Tertiary Education,59.5
103110.08171765343,10.0,Master Degree or Equivalent,70.0
91000,20.0,Master Degree or Equivalent,39.5
230000,6.0,Bachelor Degree or Equivalent,39.5
198621,28.0,Master Degree or Equivalent,49.5
13740,5.0,Master Degree or Equivalent,29.5
136552,7.0,Master Degree or Equivalent,39.5
136552,21.0,Bachelor Degree or Equivalent,39.5
100000,22.0,Associate Degree or Short-cycle Tertiary Education,49.5
18274,18.0,Professional Degree,39.5
